dataset,k,faiss_load_time,query_embed_time,search_time,total_time
text_dataset,22,0.0040357112884521484,0.005564212799072266,0.0008425712585449219,0.010674476623535156
text_dataset,23,0.0014357566833496094,0.00572657585144043,0.0005967617034912109,0.00811147689819336
text_dataset,23,0.003830432891845703,0.005524635314941406,0.0008630752563476562,0.010456085205078125
text_dataset,24,0.0017714500427246094,0.005439281463623047,0.0005755424499511719,0.008172035217285156
text_dataset,24,0.003915071487426758,0.00561213493347168,0.0008199214935302734,0.01060032844543457
text_dataset,25,0.0016362667083740234,0.005433082580566406,0.0006058216094970703,0.007961273193359375
text_dataset,25,0.003912448883056641,0.005391120910644531,0.0007851123809814453,0.01035618782043457
text_dataset,26,0.001544952392578125,0.005584716796875,0.0006973743438720703,0.008083105087280273
text_dataset,26,0.003929853439331055,0.005692958831787109,0.0008528232574462891,0.01073312759399414
text_dataset,27,0.0015120506286621094,0.005658149719238281,0.0006587505340576172,0.008116960525512695
text_dataset,27,0.004027366638183594,0.005725860595703125,0.0009202957153320312,0.010921001434326172
text_dataset,28,0.0017271041870117188,0.005728960037231445,0.0006015300750732422,0.008446216583251953
text_dataset,28,0.0047566890716552734,0.008011102676391602,0.0013208389282226562,0.014303445816040039
text_dataset,29,0.0014243125915527344,0.00557255744934082,0.0007596015930175781,0.008016824722290039
text_dataset,29,0.004143238067626953,0.005321025848388672,0.0009596347808837891,0.010666370391845703
text_dataset,30,0.001538991928100586,0.005577564239501953,0.0006263256072998047,0.007992744445800781
text_dataset,30,0.0038988590240478516,0.005437374114990234,0.0009377002716064453,0.010510444641113281
text_dataset,31,0.001615762710571289,0.005522489547729492,0.0006361007690429688,0.008069992065429688
text_dataset,31,0.003821134567260742,0.005673885345458984,0.0008764266967773438,0.010619878768920898
text_dataset,32,0.0017485618591308594,0.005550861358642578,0.0006339550018310547,0.008184194564819336
text_dataset,32,0.003962039947509766,0.005713462829589844,0.0009603500366210938,0.010901689529418945
text_dataset,33,0.001634359359741211,0.005520343780517578,0.0007500648498535156,0.008181333541870117
text_dataset,33,0.004450082778930664,0.0054891109466552734,0.0009760856628417969,0.011161088943481445
text_dataset,34,0.0017805099487304688,0.00586390495300293,0.0006868839263916016,0.00858759880065918
text_dataset,34,0.004274606704711914,0.005730152130126953,0.0008561611175537109,0.011112451553344727
text_dataset,35,0.0016477108001708984,0.005505561828613281,0.0006566047668457031,0.008056163787841797
text_dataset,35,0.004128456115722656,0.0056798458099365234,0.0011339187622070312,0.011168718338012695
text_dataset,36,0.0015177726745605469,0.00672149658203125,0.0006928443908691406,0.009256362915039062
text_dataset,36,0.004145145416259766,0.005614519119262695,0.0008635520935058594,0.01085972785949707
text_dataset,37,0.001560211181640625,0.005555629730224609,0.0006742477416992188,0.008036375045776367
text_dataset,37,0.004029512405395508,0.0056819915771484375,0.0008776187896728516,0.010876655578613281
text_dataset,38,0.0017049312591552734,0.00557398796081543,0.0007898807525634766,0.008335351943969727
text_dataset,38,0.003888368606567383,0.005513668060302734,0.0009157657623291016,0.010586261749267578
text_dataset,39,0.0012340545654296875,0.005346775054931641,0.0008625984191894531,0.007674217224121094
text_dataset,39,0.003848552703857422,0.005446434020996094,0.0009570121765136719,0.010512113571166992
text_dataset,40,0.0013191699981689453,0.005659580230712891,0.0008409023284912109,0.008060216903686523
text_dataset,40,0.004190683364868164,0.0055773258209228516,0.0009965896606445312,0.011008977890014648
text_dataset,41,0.00144195556640625,0.0057833194732666016,0.0007264614105224609,0.008182525634765625
text_dataset,41,0.0039365291595458984,0.005718231201171875,0.0009763240814208984,0.010871410369873047
text_dataset,42,0.0017278194427490234,0.00567317008972168,0.0007348060607910156,0.008394479751586914
text_dataset,42,0.00393223762512207,0.005507946014404297,0.0009059906005859375,0.010590553283691406
text_dataset,43,0.0014331340789794922,0.005532026290893555,0.0008494853973388672,0.008055925369262695
text_dataset,43,0.004029273986816406,0.005759716033935547,0.0010647773742675781,0.011106491088867188
text_dataset,44,0.0016846656799316406,0.0056231021881103516,0.0007550716400146484,0.008302450180053711
text_dataset,44,0.004072666168212891,0.0055348873138427734,0.001035928726196289,0.010882854461669922
text_dataset,45,0.0014252662658691406,0.0054209232330322266,0.0007703304290771484,0.00786900520324707
text_dataset,45,0.0037908554077148438,0.005514860153198242,0.0009469985961914062,0.010486125946044922
text_dataset,46,0.0015053749084472656,0.005403757095336914,0.0007867813110351562,0.007962465286254883
text_dataset,46,0.00405120849609375,0.0055582523345947266,0.0009372234344482422,0.010779142379760742
text_dataset,47,0.001561880111694336,0.0054683685302734375,0.0008082389831542969,0.008104562759399414
text_dataset,47,0.003778696060180664,0.005344867706298828,0.0009601116180419922,0.010329961776733398
text_dataset,48,0.0015861988067626953,0.005598306655883789,0.0009274482727050781,0.008353233337402344
text_dataset,48,0.003983974456787109,0.005251646041870117,0.001065969467163086,0.010541677474975586
text_dataset,49,0.0014996528625488281,0.005403757095336914,0.0008749961853027344,0.007997989654541016
text_dataset,49,0.003857851028442383,0.005432605743408203,0.0011017322540283203,0.010650396347045898
text_dataset,50,0.001787424087524414,0.005731105804443359,0.0008258819580078125,0.008594989776611328
text_dataset,50,0.003954648971557617,0.0058252811431884766,0.0010559558868408203,0.011079788208007812
text_dataset,51,0.0015978813171386719,0.005463838577270508,0.0008323192596435547,0.008147001266479492
text_dataset,51,0.003783702850341797,0.005537509918212891,0.0010440349578857422,0.010629415512084961
text_dataset,52,0.0016405582427978516,0.005462169647216797,0.0009024143218994141,0.008242130279541016
text_dataset,52,0.003939628601074219,0.005406379699707031,0.0011157989501953125,0.010708808898925781
text_dataset,53,0.0015649795532226562,0.010204553604125977,0.0016269683837890625,0.013660192489624023
text_dataset,53,0.004641294479370117,0.005414724349975586,0.0010068416595458984,0.01133584976196289
text_dataset,54,0.0021812915802001953,0.005535125732421875,0.0008938312530517578,0.008833646774291992
text_dataset,54,0.004045963287353516,0.0053751468658447266,0.0010478496551513672,0.010702371597290039
text_dataset,55,0.0015168190002441406,0.005597114562988281,0.00081634521484375,0.008172035217285156
text_dataset,55,0.0038917064666748047,0.005498170852661133,0.0009837150573730469,0.010629415512084961
text_dataset,56,0.0015156269073486328,0.0057239532470703125,0.0010323524475097656,0.008507490158081055
text_dataset,56,0.004166603088378906,0.005629301071166992,0.0011599063873291016,0.011198997497558594
text_dataset,57,0.0013692378997802734,0.00550532341003418,0.0009603500366210938,0.008053302764892578
text_dataset,57,0.004169940948486328,0.005476474761962891,0.0011599063873291016,0.011026382446289062
text_dataset,58,0.0017805099487304688,0.00572967529296875,0.0009164810180664062,0.008643150329589844
text_dataset,58,0.004261970520019531,0.0055773258209228516,0.0010552406311035156,0.011161327362060547
text_dataset,59,0.0016026496887207031,0.005562305450439453,0.0009751319885253906,0.008392572402954102
text_dataset,59,0.004162311553955078,0.005488872528076172,0.0011439323425292969,0.011030435562133789
text_dataset,60,0.0015521049499511719,0.005513429641723633,0.0008978843688964844,0.00818014144897461
text_dataset,60,0.003988504409790039,0.005386829376220703,0.001102447509765625,0.010715723037719727
text_dataset,61,0.0016245841979980469,0.005634784698486328,0.0009295940399169922,0.008410215377807617
text_dataset,61,0.004020214080810547,0.005675554275512695,0.0010747909545898438,0.011016845703125
text_dataset,62,0.001791238784790039,0.005454301834106445,0.0009856224060058594,0.008462905883789062
text_dataset,62,0.00410914421081543,0.005401611328125,0.0011096000671386719,0.010865211486816406
text_dataset,63,0.0015766620635986328,0.005584239959716797,0.0009613037109375,0.008345842361450195
text_dataset,63,0.0038623809814453125,0.005333423614501953,0.001186370849609375,0.010628461837768555
text_dataset,64,0.0016524791717529297,0.005678653717041016,0.0009222030639648438,0.008469343185424805
text_dataset,64,0.003933906555175781,0.005658626556396484,0.0010285377502441406,0.010869979858398438
text_dataset,65,0.0014681816101074219,0.005498409271240234,0.000926971435546875,0.008106470108032227
text_dataset,65,0.0039823055267333984,0.005755186080932617,0.0011336803436279297,0.011096715927124023
text_dataset,66,0.0014886856079101562,0.006384611129760742,0.0011599063873291016,0.009277105331420898
text_dataset,66,0.004417896270751953,0.006213188171386719,0.0012156963348388672,0.012074470520019531
text_dataset,67,0.0015063285827636719,0.005839109420776367,0.001035928726196289,0.008605241775512695
text_dataset,67,0.004244804382324219,0.005719423294067383,0.0011718273162841797,0.011360883712768555
text_dataset,68,0.001651763916015625,0.0056171417236328125,0.0009834766387939453,0.008494138717651367
text_dataset,68,0.004062652587890625,0.0055043697357177734,0.0011413097381591797,0.010961294174194336
text_dataset,69,0.001354217529296875,0.0053424835205078125,0.0010671615600585938,0.008004426956176758
text_dataset,69,0.004125833511352539,0.0056498050689697266,0.0012631416320800781,0.011277437210083008
text_dataset,70,0.0015804767608642578,0.005723237991333008,0.001018524169921875,0.008560657501220703
text_dataset,70,0.004200935363769531,0.005884408950805664,0.0012538433074951172,0.011567354202270508
text_dataset,71,0.0016524791717529297,0.005708932876586914,0.0010998249053955078,0.008684873580932617
text_dataset,71,0.004542827606201172,0.00568079948425293,0.0012640953063964844,0.011705398559570312
text_dataset,72,0.0016636848449707031,0.005733013153076172,0.0010900497436523438,0.008731365203857422
text_dataset,72,0.004233360290527344,0.00549769401550293,0.0012316703796386719,0.011174917221069336
text_dataset,73,0.00170135498046875,0.005670785903930664,0.001110076904296875,0.008710861206054688
text_dataset,73,0.004323482513427734,0.0057828426361083984,0.0012066364288330078,0.011529922485351562
text_dataset,74,0.001703500747680664,0.0054645538330078125,0.0010809898376464844,0.008482217788696289
text_dataset,74,0.0043182373046875,0.0054473876953125,0.0012297630310058594,0.01122283935546875
text_dataset,75,0.001508951187133789,0.0055255889892578125,0.0010342597961425781,0.008295536041259766
text_dataset,75,0.0039670467376708984,0.005692481994628906,0.001157999038696289,0.011043548583984375
text_dataset,76,0.001577615737915039,0.005680561065673828,0.001064300537109375,0.00854802131652832
text_dataset,76,0.0040624141693115234,0.005650043487548828,0.0012288093566894531,0.011175870895385742
text_dataset,77,0.001371145248413086,0.011072874069213867,0.0013494491577148438,0.014048337936401367
text_dataset,77,0.006238460540771484,0.005811929702758789,0.0013349056243896484,0.01361393928527832
text_dataset,78,0.0016236305236816406,0.005699872970581055,0.0011315345764160156,0.008685111999511719
text_dataset,78,0.006268739700317383,0.0055539608001708984,0.00121307373046875,0.013252735137939453
text_dataset,79,0.0014753341674804688,0.0054438114166259766,0.0011146068572998047,0.008260011672973633
text_dataset,79,0.004143476486206055,0.0053844451904296875,0.0012454986572265625,0.01099395751953125
text_dataset,80,0.0016679763793945312,0.005588531494140625,0.0010106563568115234,0.008486747741699219
text_dataset,80,0.0039043426513671875,0.005573749542236328,0.0011899471282958984,0.010911703109741211
text_dataset,81,0.0014731884002685547,0.0055599212646484375,0.0010488033294677734,0.008307933807373047
text_dataset,81,0.0038323402404785156,0.005544900894165039,0.0012204647064208984,0.01081538200378418
text_dataset,82,0.0015420913696289062,0.0055959224700927734,0.0011227130889892578,0.008489847183227539
text_dataset,82,0.0040264129638671875,0.0055751800537109375,0.0012559890747070312,0.011091947555541992
text_dataset,83,0.0016031265258789062,0.005682468414306641,0.0010535717010498047,0.008560657501220703
text_dataset,83,0.003943681716918945,0.005566120147705078,0.0012226104736328125,0.010952472686767578
text_dataset,84,0.0015497207641601562,0.005520820617675781,0.0010678768157958984,0.008382320404052734
text_dataset,84,0.003919363021850586,0.0055277347564697266,0.0012235641479492188,0.01091146469116211
text_dataset,85,0.0013551712036132812,0.005572319030761719,0.0012104511260986328,0.008364200592041016
text_dataset,85,0.003928661346435547,0.0056951045989990234,0.0013427734375,0.01120448112487793
text_dataset,86,0.0015399456024169922,0.005608558654785156,0.0010983943939208984,0.00847935676574707
text_dataset,86,0.003920555114746094,0.005646228790283203,0.0012311935424804688,0.011012792587280273
text_dataset,87,0.0013928413391113281,0.005410909652709961,0.001079559326171875,0.008119583129882812
text_dataset,87,0.0038928985595703125,0.005658149719238281,0.0011577606201171875,0.010944604873657227
text_dataset,88,0.0015285015106201172,0.005365848541259766,0.0012373924255371094,0.008354425430297852
text_dataset,88,0.004018545150756836,0.005226612091064453,0.0013265609741210938,0.010790348052978516
text_dataset,89,0.0015668869018554688,0.005484580993652344,0.00112152099609375,0.008421182632446289
text_dataset,89,0.004058122634887695,0.0059604644775390625,0.0011792182922363281,0.011432170867919922
text_dataset,90,0.0016243457794189453,0.005372762680053711,0.0011529922485351562,0.008373260498046875
text_dataset,90,0.0038864612579345703,0.00536799430847168,0.0012423992156982422,0.010741472244262695
text_dataset,91,0.001241445541381836,0.005506753921508789,0.0012214183807373047,0.008215665817260742
text_dataset,91,0.0037698745727539062,0.005467891693115234,0.0013642311096191406,0.010834455490112305
text_dataset,92,0.0015687942504882812,0.005650997161865234,0.0011272430419921875,0.00856328010559082
text_dataset,92,0.003937482833862305,0.005650043487548828,0.0011935234069824219,0.011008024215698242
text_dataset,93,0.0015919208526611328,0.005289554595947266,0.0011289119720458984,0.008243322372436523
text_dataset,93,0.003895998001098633,0.005300760269165039,0.0012700557708740234,0.010692119598388672
text_dataset,94,0.0017368793487548828,0.005259275436401367,0.0012555122375488281,0.008493423461914062
text_dataset,94,0.003968477249145508,0.005245208740234375,0.0013875961303710938,0.010827064514160156
text_dataset,95,0.0015747547149658203,0.0054132938385009766,0.0010983943939208984,0.008303642272949219
text_dataset,95,0.003981590270996094,0.00539088249206543,0.0012814998626708984,0.010892868041992188
text_dataset,96,0.001695871353149414,0.005582094192504883,0.0012004375457763672,0.008719682693481445
text_dataset,96,0.0038025379180908203,0.00534820556640625,0.001222372055053711,0.010588407516479492
text_dataset,97,0.001407623291015625,0.0052564144134521484,0.0011878013610839844,0.008074045181274414
text_dataset,97,0.0040056705474853516,0.005237579345703125,0.0013358592987060547,0.010798454284667969
text_dataset,98,0.0016579627990722656,0.00544428825378418,0.0012562274932861328,0.0085906982421875
text_dataset,98,0.0041162967681884766,0.005795001983642578,0.001256704330444336,0.011383771896362305
text_dataset,99,0.0015993118286132812,0.005394935607910156,0.001184225082397461,0.00840902328491211
text_dataset,99,0.003837108612060547,0.00542140007019043,0.0012676715850830078,0.010778188705444336
text_dataset,100,0.0015692710876464844,0.005440711975097656,0.00130462646484375,0.008549690246582031
text_dataset,100,0.004106760025024414,0.00545811653137207,0.0013287067413330078,0.011117696762084961
text_dataset,101,0.0015871524810791016,0.0054852962493896484,0.0011408329010009766,0.008448600769042969
text_dataset,101,0.004036903381347656,0.005541563034057617,0.0012969970703125,0.011098623275756836
text_dataset,102,0.0015943050384521484,0.005506277084350586,0.0013060569763183594,0.00864720344543457
text_dataset,102,0.004038572311401367,0.005324363708496094,0.0013670921325683594,0.010948657989501953
text_dataset,103,0.0015752315521240234,0.005661487579345703,0.0011904239654541016,0.008655309677124023
text_dataset,103,0.003946781158447266,0.005490779876708984,0.0012896060943603516,0.01093602180480957
text_dataset,104,0.001550912857055664,0.005594730377197266,0.001293182373046875,0.008664369583129883
text_dataset,104,0.003935575485229492,0.006165027618408203,0.001561880111694336,0.011904478073120117
text_dataset,105,0.0019676685333251953,0.006268978118896484,0.0014224052429199219,0.009896516799926758
text_dataset,105,0.004632234573364258,0.00577855110168457,0.0014481544494628906,0.012084007263183594
text_dataset,106,0.0017464160919189453,0.005797386169433594,0.0012373924255371094,0.00902414321899414
text_dataset,106,0.004456520080566406,0.005745410919189453,0.0014472007751464844,0.01190042495727539
text_dataset,107,0.0016672611236572266,0.010422706604003906,0.0013775825500488281,0.013733386993408203
text_dataset,107,0.004473686218261719,0.006227016448974609,0.001544952392578125,0.012472152709960938
text_dataset,108,0.0019652843475341797,0.0059854984283447266,0.0013723373413085938,0.009552478790283203
text_dataset,108,0.004552125930786133,0.006042003631591797,0.0015854835510253906,0.012402772903442383
text_dataset,109,0.001916646957397461,0.005991220474243164,0.0013527870178222656,0.009497642517089844
text_dataset,109,0.004629850387573242,0.005723714828491211,0.0015110969543457031,0.012093544006347656
text_dataset,110,0.00199127197265625,0.005739688873291016,0.0012888908386230469,0.009236335754394531
text_dataset,110,0.004182338714599609,0.0053784847259521484,0.0013952255249023438,0.011192798614501953
text_dataset,111,0.0014753341674804688,0.005295991897583008,0.0013358592987060547,0.008318901062011719
text_dataset,111,0.004094362258911133,0.005653858184814453,0.0014150142669677734,0.011379718780517578
text_dataset,112,0.0016965866088867188,0.005373954772949219,0.0012359619140625,0.00854039192199707
text_dataset,112,0.003980875015258789,0.0053365230560302734,0.001346588134765625,0.010891914367675781
text_dataset,113,0.0015571117401123047,0.005394935607910156,0.0012896060943603516,0.008462190628051758
text_dataset,113,0.003962993621826172,0.005226850509643555,0.001416921615600586,0.010831117630004883
text_dataset,114,0.0016770362854003906,0.0054874420166015625,0.0013227462768554688,0.008701086044311523
text_dataset,114,0.004040956497192383,0.005530834197998047,0.0013587474822998047,0.01115107536315918
text_dataset,115,0.0016396045684814453,0.005299091339111328,0.0012569427490234375,0.00845789909362793
text_dataset,115,0.003889322280883789,0.005372285842895508,0.0012896060943603516,0.01079702377319336
text_dataset,116,0.001493692398071289,0.005364894866943359,0.001333475112915039,0.008451700210571289
text_dataset,116,0.003870725631713867,0.0052874088287353516,0.0014736652374267578,0.010839223861694336
text_dataset,117,0.001623392105102539,0.0056188106536865234,0.0012907981872558594,0.008746147155761719
text_dataset,117,0.004032135009765625,0.005372285842895508,0.001306772232055664,0.010953426361083984
text_dataset,118,0.0013704299926757812,0.005334615707397461,0.0012171268463134766,0.008145570755004883
text_dataset,118,0.0039937496185302734,0.0054166316986083984,0.0013778209686279297,0.011022090911865234
text_dataset,119,0.0014600753784179688,0.005406618118286133,0.0013780593872070312,0.00848078727722168
text_dataset,119,0.004113435745239258,0.005307197570800781,0.0014638900756835938,0.01109623908996582
text_dataset,120,0.0017325878143310547,0.005391120910644531,0.0012814998626708984,0.008641481399536133
text_dataset,120,0.004019737243652344,0.005825996398925781,0.0013689994812011719,0.011425495147705078
text_dataset,121,0.00154876708984375,0.005192756652832031,0.0014221668243408203,0.00839090347290039
text_dataset,121,0.004220724105834961,0.005174160003662109,0.0014657974243164062,0.01107645034790039
text_dataset,122,0.0016009807586669922,0.005484104156494141,0.0012590885162353516,0.008559226989746094
text_dataset,122,0.003782987594604492,0.0052738189697265625,0.0013396739959716797,0.010602712631225586
text_dataset,123,0.0014777183532714844,0.005478858947753906,0.0012552738189697266,0.008449077606201172
text_dataset,123,0.00391840934753418,0.005342245101928711,0.0014104843139648438,0.010898590087890625
text_dataset,124,0.0016970634460449219,0.00543522834777832,0.0015099048614501953,0.008893489837646484
text_dataset,124,0.0042645931243896484,0.005445718765258789,0.0014889240264892578,0.011419296264648438
text_dataset,125,0.0017638206481933594,0.00536799430847168,0.0013356208801269531,0.008712530136108398
text_dataset,125,0.004132986068725586,0.005297422409057617,0.00138092041015625,0.011080503463745117
text_dataset,126,0.001520395278930664,0.0053501129150390625,0.0014407634735107422,0.008534669876098633
text_dataset,126,0.004098653793334961,0.005293607711791992,0.0014865398406982422,0.011091947555541992
text_dataset,127,0.0016353130340576172,0.005617380142211914,0.0013790130615234375,0.008875846862792969
text_dataset,127,0.003983020782470703,0.005305051803588867,0.001371622085571289,0.010893583297729492
text_dataset,128,0.0016252994537353516,0.0052416324615478516,0.00147247314453125,0.00857090950012207
text_dataset,128,0.004108428955078125,0.005381584167480469,0.0015711784362792969,0.01127171516418457
text_dataset,129,0.001708984375,0.005647182464599609,0.0014111995697021484,0.009002685546875
text_dataset,129,0.00416254997253418,0.005662441253662109,0.0015075206756591797,0.011550426483154297
text_dataset,130,0.0015573501586914062,0.0053517818450927734,0.0014421939849853516,0.008581161499023438
text_dataset,130,0.0041577816009521484,0.005414485931396484,0.0014853477478027344,0.011274576187133789
text_dataset,131,0.0016281604766845703,0.007340669631958008,0.0017325878143310547,0.011065006256103516
text_dataset,131,0.004099607467651367,0.005509614944458008,0.0014660358428955078,0.011282682418823242
text_dataset,132,0.001695394515991211,0.005337238311767578,0.0014691352844238281,0.008738279342651367
text_dataset,132,0.004055976867675781,0.00551152229309082,0.0015032291412353516,0.011280298233032227
text_dataset,133,0.0015900135040283203,0.00557708740234375,0.0014050006866455078,0.008831977844238281
text_dataset,133,0.004040241241455078,0.00547337532043457,0.0014455318450927734,0.011187314987182617
text_dataset,134,0.0016863346099853516,0.005868673324584961,0.0015377998352050781,0.009325742721557617
text_dataset,134,0.0041844844818115234,0.005570650100708008,0.0015475749969482422,0.01151895523071289
text_dataset,135,0.0018310546875,0.0055773258209228516,0.0014617443084716797,0.009091377258300781
text_dataset,135,0.00405573844909668,0.005432605743408203,0.0015320777893066406,0.011233329772949219
text_dataset,136,0.0014739036560058594,0.005257368087768555,0.0014886856079101562,0.008436441421508789
text_dataset,136,0.004006385803222656,0.005387067794799805,0.0015044212341308594,0.011110067367553711
text_dataset,137,0.0016369819641113281,0.005367279052734375,0.001466512680053711,0.008688926696777344
text_dataset,137,0.0039038658142089844,0.005381345748901367,0.0014579296112060547,0.010956048965454102
text_dataset,138,0.0016226768493652344,0.005232810974121094,0.0014965534210205078,0.008576393127441406
text_dataset,138,0.0040400028228759766,0.005311012268066406,0.0015282630920410156,0.011089563369750977
text_dataset,139,0.001552581787109375,0.005461931228637695,0.0014510154724121094,0.0086822509765625
text_dataset,139,0.004014730453491211,0.005494117736816406,0.0014760494232177734,0.011217117309570312
text_dataset,140,0.0016927719116210938,0.005463361740112305,0.0014905929565429688,0.008884191513061523
text_dataset,140,0.004002094268798828,0.005259275436401367,0.001560211181640625,0.011047124862670898
text_dataset,141,0.0016214847564697266,0.0054552555084228516,0.0014505386352539062,0.008760213851928711
text_dataset,141,0.003829479217529297,0.0054950714111328125,0.0014870166778564453,0.011029481887817383
text_dataset,142,0.0015540122985839844,0.0056231021881103516,0.001504659652709961,0.008906126022338867
text_dataset,142,0.004050493240356445,0.005511760711669922,0.001634359359741211,0.011411666870117188
text_dataset,143,0.0016589164733886719,0.005450248718261719,0.001538991928100586,0.008867740631103516
text_dataset,143,0.004089832305908203,0.005490303039550781,0.0015099048614501953,0.011307477951049805
text_dataset,144,0.0016541481018066406,0.0054857730865478516,0.0015482902526855469,0.008897542953491211
text_dataset,144,0.0041522979736328125,0.0055429935455322266,0.0015647411346435547,0.01147603988647461
text_dataset,145,0.0016040802001953125,0.005334138870239258,0.0014567375183105469,0.008610010147094727
text_dataset,145,0.0039217472076416016,0.005319833755493164,0.0014734268188476562,0.010929584503173828
text_dataset,146,0.0016624927520751953,0.0052127838134765625,0.001569986343383789,0.008678913116455078
text_dataset,146,0.0038640499114990234,0.0053555965423583984,0.001611948013305664,0.011040687561035156
text_dataset,147,0.0015621185302734375,0.0055315494537353516,0.001495361328125,0.008803844451904297
text_dataset,147,0.004013538360595703,0.005370140075683594,0.0015399456024169922,0.011138200759887695
text_dataset,148,0.0015544891357421875,0.005426883697509766,0.0015578269958496094,0.008777856826782227
text_dataset,148,0.004103899002075195,0.005398988723754883,0.0016007423400878906,0.01133108139038086
text_dataset,149,0.0015740394592285156,0.0054340362548828125,0.0014526844024658203,0.008677005767822266
text_dataset,149,0.004004478454589844,0.005381584167480469,0.0015273094177246094,0.01112222671508789
text_dataset,150,0.0017070770263671875,0.005602359771728516,0.001697540283203125,0.009233951568603516
text_dataset,150,0.004088640213012695,0.0059778690338134766,0.001600027084350586,0.01188349723815918
text_dataset,151,0.001678466796875,0.005602836608886719,0.0016131401062011719,0.009169340133666992
text_dataset,151,0.004277944564819336,0.005486965179443359,0.0016570091247558594,0.011635780334472656
text_dataset,152,0.001722097396850586,0.00540471076965332,0.00154876708984375,0.008899450302124023
text_dataset,152,0.004134416580200195,0.0054438114166259766,0.0015687942504882812,0.011362075805664062
text_dataset,153,0.0016319751739501953,0.005395412445068359,0.0016465187072753906,0.008915901184082031
text_dataset,153,0.00422358512878418,0.0055963993072509766,0.001676797866821289,0.011721372604370117
